Jornada;HoraP1;HoraP2;GRAVEDAD_ACCIDENTE;CLASE_ACCIDENTE;direccion_normalizada;tipo_principal;num_principal;tipo_secundaria;num_secundaria;FRECUENCIA;Heridos;Muertos;Material;YEAR;MES;DIA;Ponderacion;Riesgo
Morning;No;No;Heridos;Choque;CR 46 CL 40;CR;46;CL;40;3;si;no;no;2021;November;Sat;7.0;Moderado
Tarde;No;No;Heridos;Choque;CR 46 CL 40;CR;46;CL;40;1;si;no;no;2023;March;Wed;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 50 CL 40;CR;50;CL;40;1;si;no;no;2020;January;Sun;5.33;Bajo
Morning;No;No;Heridos;Choque;CL 40 CR 50;CL;40;CR;50;1;si;no;no;2023;June;Thu;5.0;Bajo
Tarde;No;No;Heridos;Choque;CR 50 CL 40 73;CR;50;CL;40;1;si;no;no;2022;October;Sat;5.33;Bajo
Morning;No;No;Heridos;Atropello;CL 40 CR 51;CL;40;CR;51;1;si;no;no;2023;May;Sun;6.33;Moderado
Tarde;No;No;Material;Choque;CR 7C CL 40;CR;7C;CL;40;1;no;no;no;2021;August;Sun;4.33;Bajo
Tarde;No;No;Heridos;Choque;CL 40 CR 7C;CL;40;CR;7C;1;si;no;no;2021;November;Sun;5.33;Bajo
Noche;No;No;Material;Choque;CR 8 CL 40;CR;8;CL;40;4;no;no;no;2018;April;Thu;6.67;Moderado
Tarde;No;No;Heridos;Choque;CR 8 CL 40;CR;8;CL;40;8;si;no;no;2018;June;Thu;7.33;Moderado
Morning;Si;No;Heridos;Choque;CR 8 CL 40;CR;8;CL;40;8;si;no;no;2018;July;Wed;10.0;Moderado
Morning;No;No;Material;Choque;CL 40 CR 8;CL;40;CR;8;3;no;no;no;2018;September;Wed;6.0;Bajo
Tarde;No;No;Heridos;Choque;CR 8 CL 40;CR;8;CL;40;8;si;no;no;2019;March;Sun;7.33;Moderado
Tarde;No;No;Heridos;Atropello;CL 40 CR 8;CL;40;CR;8;3;si;no;no;2019;July;Thu;8.67;Moderado
Tarde;No;No;Material;Choque;CR 8 CL 40;CR;8;CL;40;2;no;no;no;2019;August;Fri;5.33;Bajo
Tarde;No;No;Material;Choque;CR 8 CL 40;CR;8;CL;40;2;no;no;no;2019;August;Tue;5.33;Bajo
Tarde;No;No;Material;Choque;CL 40 CR 8;CL;40;CR;8;3;no;no;no;2019;December;Mon;6.33;Moderado
Morning;Si;No;Material;Choque;CR 8 CL 40;CR;8;CL;40;8;no;no;no;2020;September;Tue;9.0;Moderado
Morning;No;No;Material;Choque;CR 8 CL 40;CR;8;CL;40;8;no;no;no;2020;December;Fri;6.0;Bajo
Tarde;No;Si;Heridos;Choque;CR 8 CL 40;CR;8;CL;40;8;si;no;no;2021;March;Thu;10.33;Alto
Morning;No;No;Material;Choque;CLL 40 CR 8;CR;8;;;1;no;no;no;2021;April;Mon;4.0;Bajo
Morning;Si;No;Heridos;Choque;CR 8 CL 40;CR;8;CL;40;8;si;no;no;2021;May;Sat;10.0;Moderado
Morning;No;No;Material;Choque;CR 8 CL 40;CR;8;CL;40;8;no;no;no;2021;August;Tue;6.0;Bajo
Morning;No;No;Material;Choque;CR 8 CL 40;CR;8;CL;40;4;no;no;no;2021;December;Fri;6.0;Bajo
Morning;No;No;Heridos;Choque;CL 40 CR 8;CL;40;CR;8;1;si;no;no;2022;June;Sat;5.0;Bajo
Tarde;No;No;Heridos;Choque;CR 8 CL 40;CR;8;CL;40;4;si;no;no;2023;February;Sat;7.33;Moderado
Tarde;No;No;Heridos;Choque;CR 8 CL 40;CR;8;CL;40;4;si;no;no;2023;June;Tue;7.33;Moderado
Tarde;No;No;Material;Choque;CL 40 CR 8A;CL;40;CR;8A;1;no;no;no;2022;April;Wed;4.33;Bajo
Tarde;No;No;Heridos;Choque;CL 40 CR 8B;CL;40;CR;8B;1;si;no;no;2022;May;Sat;5.33;Bajo
Noche;No;No;Material;Choque;CL 40 N�29 35;CL;40;;;1;no;no;no;2018;November;Tue;4.67;Bajo
Morning;No;No;Material;Choque;CL 40 VIA 40;CL;40;;;1;no;no;no;2019;November;Thu;4.0;Bajo
Morning;Si;No;Heridos;Choque;CL 40A CR 9C;CL;40A;CR;9C;1;si;no;no;2019;November;Thu;8.0;Moderado
Tarde;No;No;Material;Choque;CL 40B CR 13;CL;40B;CR;13;1;no;no;no;2019;August;Sat;4.33;Bajo
Tarde;No;No;Heridos;Choque;CR 14 CL 40B;CR;14;CL;40B;1;si;no;no;2022;October;Sun;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 17 CL 40B;CR;17;CL;40B;1;si;no;no;2018;February;Mon;5.33;Bajo
Tarde;No;No;Heridos;Choque;CL 40B CR 18 25;CL;40B;CR;18;1;si;no;no;2021;February;Sat;5.33;Bajo
Tarde;No;No;Material;Choque;CR 20 CL 40B;CR;20;CL;40B;1;no;no;no;2020;February;Sat;4.33;Bajo
Tarde;No;No;Material;Choque;CL 40B CR 20 21;CL;40B;CR;20;1;no;no;no;2019;December;Fri;4.33;Bajo
Noche;No;No;Material;Choque;CR 21 CL 40B;CR;21;CL;40B;2;no;no;no;2018;September;Sun;5.67;Bajo
Morning;No;No;Heridos;Choque;CR 21 CL 40B;CR;21;CL;40B;2;si;no;no;2021;May;Sun;6.0;Bajo
Noche;No;No;Heridos;Choque;CR 21 CL 40B;CR;21;CL;40B;2;si;no;no;2022;June;Sun;6.67;Moderado
Tarde;No;No;Heridos;Choque;CR 21 CL 40B;CR;21;CL;40B;2;si;no;no;2022;August;Tue;6.33;Moderado
Morning;Si;No;Heridos;Choque;CL 40B CR 21;CL;40B;CR;21;1;si;no;no;2023;July;Mon;8.0;Moderado
Tarde;No;No;Heridos;Choque;CL 40B CR 22;CL;40B;CR;22;2;si;no;no;2018;June;Wed;6.33;Moderado
Morning;Si;No;Heridos;Atropello;CL 40B CR 22;CL;40B;CR;22;2;si;no;no;2018;June;Wed;10.33;Alto
Morning;Si;No;Material;Choque;CL 40B CR 22;CL;40B;CR;22;2;no;no;no;2018;September;Mon;8.0;Moderado
Morning;No;No;Heridos;Choque;CR 22 CL 40B;CR;22;CL;40B;1;si;no;no;2019;September;Tue;5.0;Bajo
Morning;No;No;Material;Choque;CL 40B CR 22;CL;40B;CR;22;2;no;no;no;2020;January;Fri;5.0;Bajo
Morning;No;No;Material;Choque;CL 40B CR 22;CL;40B;CR;22;1;no;no;no;2022;January;Tue;4.0;Bajo
Tarde;No;No;Material;Choque;CL 40B CR 24;CL;40B;CR;24;1;no;no;no;2019;December;Mon;4.33;Bajo
Morning;No;No;Material;Choque;CL 41 7F 21;CL;41;;;1;no;no;no;2022;March;Fri;4.0;Bajo
Morning;No;No;Material;Choque;CL 41 23 27;CL;41;;;1;no;no;no;2020;June;Tue;4.0;Bajo
Tarde;No;No;Heridos;Atropello;CL 41 25 25;CL;41;;;1;si;no;no;2018;June;Sat;6.67;Moderado
Noche;No;No;Heridos;Choque;CL 41 27 35;CL;41;;;1;si;no;no;2021;July;Mon;5.67;Bajo
Morning;Si;No;Material;Choque;CL 41 35 28;CL;41;;;1;no;no;no;2019;January;Wed;7.0;Moderado
Noche;No;No;Material;Choque;CL 41 CR 13;CL;41;CR;13;1;no;no;no;2019;December;Tue;4.67;Bajo
Morning;Si;No;Material;Choque;CL 41 CR 13C;CL;41;CR;13C;1;no;no;no;2019;May;Thu;7.0;Moderado
Noche;No;No;Material;Choque;CR 14 CL 41;CR;14;CL;41;1;no;no;no;2018;January;Fri;4.67;Bajo
Noche;No;No;Heridos;Choque;CR 14 CL 41;CR;14;CL;41;5;si;no;no;2018;April;Thu;7.67;Moderado
Noche;No;No;Heridos;Choque;CR 14 CL 41;CR;14;CL;41;5;si;no;no;2018;August;Thu;7.67;Moderado
Noche;No;No;Heridos;Choque;CR 14 CL 41;CR;14;CL;41;5;si;no;no;2019;December;Tue;7.67;Moderado
Morning;No;No;Heridos;Choque;CL 41 CR 14;CL;41;CR;14;1;si;no;no;2020;March;Sun;5.0;Bajo
Noche;No;No;Heridos;Choque;CR 14 CL 41;CR;14;CL;41;5;si;no;no;2020;November;Mon;7.67;Moderado
Morning;No;No;Material;Choque;CR 14 CL 41;CR;14;CL;41;5;no;no;no;2021;February;Mon;6.0;Bajo
Morning;No;No;Heridos;Choque;CR 14 CL 41;CR;14;CL;41;5;si;no;no;2021;August;Mon;7.0;Moderado
Morning;No;No;Material;Choque;CR 14 CL 41;CR;14;CL;41;5;no;no;no;2021;December;Fri;6.0;Bajo
Tarde;No;No;Heridos;Choque;CL 41 CR 14;CL;41;CR;14;2;si;no;no;2022;January;Sun;6.33;Moderado
Noche;No;No;Material;Choque;CR 14 CL 41;CR;14;CL;41;5;no;no;no;2022;March;Thu;6.67;Moderado
Tarde;No;No;Heridos;Choque;CR 14 CL 41;CR;14;CL;41;5;si;no;no;2022;May;Sat;7.33;Moderado
Noche;No;No;Heridos;Choque;CR 14 CL 41;CR;14;CL;41;5;si;no;no;2022;October;Sun;7.67;Moderado
Noche;No;Si;Heridos;Choque;CL 41 CR 14;CL;41;CR;14;2;si;no;no;2023;January;Sun;9.67;Moderado
Morning;Si;No;Heridos;Choque;CL 41 CR 17;CL;41;CR;17;1;si;no;no;2020;September;Wed;8.0;Moderado
Tarde;No;Si;Heridos;Choque;CL 41 CR 17;CL;41;CR;17;1;si;no;no;2022;June;Wed;8.33;Moderado
Noche;No;Si;Material;Choque;CL 41 CR 18;CL;41;CR;18;1;no;no;no;2022;May;Tue;7.67;Moderado
Morning;No;No;Heridos;Choque;CL 41 CR 19;CL;41;CR;19;3;si;no;no;2018;May;Thu;7.0;Moderado
Tarde;No;No;Material;Choque;CR 19 CL 41;CR;19;CL;41;5;no;no;no;2019;October;Sat;6.33;Moderado
Tarde;No;No;Heridos;Choque;CR 19 CL 41;CR;19;CL;41;5;si;no;no;2020;February;Tue;7.33;Moderado
Tarde;No;No;Material;Choque;CL 41 CR 19;CL;41;CR;19;4;no;no;no;2020;March;Sat;6.33;Moderado
Tarde;No;No;Heridos;Choque;CL 41 CR 19;CL;41;CR;19;4;si;no;no;2020;September;Tue;7.33;Moderado
Tarde;No;No;Material;Choque;CL 41 CR 19;CL;41;CR;19;4;no;no;no;2020;October;Wed;6.33;Moderado
Morning;Si;No;Material;Choque;CR 19 CL 41;CR;19;CL;41;5;no;no;no;2021;February;Mon;9.0;Moderado
Morning;Si;No;Heridos;Choque;CL 41 CR 19;CL;41;CR;19;4;si;no;no;2021;March;Sun;10.0;Moderado
Morning;No;No;Heridos;Choque;CR 19 CL 41;CR;19;CL;41;5;si;no;no;2021;July;Thu;7.0;Moderado
Morning;No;No;Material;Choque;CR 19 CL 41;CR;19;CL;41;5;no;no;no;2021;October;Sat;6.0;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 19;CL;41;CR;19;3;no;no;no;2022;February;Sat;6.33;Moderado
Morning;No;No;Heridos;Choque;CL 41 CR 19;CL;41;CR;19;3;si;no;no;2023;September;Wed;7.0;Moderado
Noche;No;No;Heridos;Choque;CL 41 CR 20;CL;41;CR;20;1;si;no;no;2020;April;Tue;5.67;Bajo
Tarde;No;No;Material;Choque;CR 20 CLL 41;CR;20;;;1;no;no;no;2021;March;Wed;4.33;Bajo
Morning;No;No;Material;Choque;CR 20 CL 41;CR;20;CL;41;1;no;no;no;2022;May;Sun;4.0;Bajo
Morning;Si;No;Material;Choque;CR 21 CL 41;CR;21;CL;41;5;no;no;no;2018;November;Wed;9.0;Moderado
Morning;No;No;Material;Choque;CR 21 CL 41;CR;21;CL;41;5;no;no;no;2019;March;Thu;6.0;Bajo
Noche;No;No;Material;Choque;CL 41 CR 21;CL;41;CR;21;2;no;no;no;2019;April;Thu;5.67;Bajo
Tarde;No;No;Heridos;Choque;CR 21 CL 41;CR;21;CL;41;5;si;no;no;2019;September;Sat;7.33;Moderado
Noche;No;No;Heridos;Choque;CL 41 CR 21;CL;41;CR;21;2;si;no;no;2019;December;Sat;6.67;Moderado
Morning;Si;No;Heridos;Choque;CR 21 CL 41;CR;21;CL;41;5;si;no;no;2021;January;Mon;10.0;Moderado
Tarde;No;No;Material;Choque;CL 41 CR 21;CL;41;CR;21;2;no;no;no;2021;March;Wed;5.33;Bajo
Noche;No;No;Heridos;Choque;CR 21 CL 41;CR;21;CL;41;5;si;no;no;2021;June;Mon;7.67;Moderado
Noche;No;Si;Heridos;Choque;CL 41 CR 21;CL;41;CR;21;2;si;no;no;2022;May;Thu;9.67;Moderado
Noche;No;No;Heridos;Choque;CR 21 CL 41;CR;21;CL;41;1;si;no;no;2024;June;Sat;5.67;Bajo
Morning;No;No;Heridos;Choque;CL 41 CR 21;CL;41;CR;21;1;si;no;no;2025;February;Tue;5.0;Bajo
Noche;No;Si;Heridos;Choque;CL 41 CR 21B;CL;41;CR;21B;1;si;no;no;2024;November;Wed;8.67;Moderado
Morning;No;No;Heridos;Choque;CR 22 CL 41;CR;22;CL;41;1;si;no;no;2020;January;Mon;5.0;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 23;CL;41;CR;23;1;no;no;no;2018;August;Mon;4.33;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 23;CL;41;CR;23;2;no;no;no;2019;May;Wed;5.33;Bajo
Morning;Si;No;Heridos;Choque;CL 41 CR 23;CL;41;CR;23;2;si;no;no;2020;February;Wed;9.0;Moderado
Tarde;No;No;Material;Choque;CR 23 CL 41 42;CR;23;CL;41;1;no;no;no;2019;October;Sun;4.33;Bajo
Morning;No;No;Material;Choque;CR 24 CL 41;CR;24;CL;41;2;no;no;no;2018;October;Wed;5.0;Bajo
Tarde;No;No;Material;Choque;CR 24 CL 41;CR;24;CL;41;2;no;no;no;2020;October;Sun;5.33;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 24;CL;41;CR;24;1;no;no;no;2021;August;Sun;4.33;Bajo
Noche;No;No;Heridos;Choque;CL 41 CR 25;CL;41;CR;25;1;si;no;no;2024;December;Sun;5.67;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 26;CL;41;CR;26;2;no;no;no;2019;December;Tue;5.33;Bajo
Morning;No;No;Material;Choque;CL 41 CR 26;CL;41;CR;26;2;no;no;no;2021;October;Thu;5.0;Bajo
Tarde;No;No;Heridos;Choque;CR 26 CL 41;CR;26;CL;41;1;si;no;no;2022;October;Fri;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 27 CL 41;CR;27;CL;41;3;si;no;no;2019;January;Wed;7.33;Moderado
Morning;No;No;Heridos;Choque;CR 27 CL 41;CR;27;CL;41;3;si;no;no;2019;April;Tue;7.0;Moderado
Noche;No;No;Material;Choque;CL 41 CR 27;CL;41;CR;27;2;no;no;no;2019;June;Sun;5.67;Bajo
Morning;No;No;Heridos;Choque;CL 41 CR 27;CL;41;CR;27;2;si;no;no;2019;October;Tue;6.0;Bajo
Morning;No;No;Heridos;Choque;CR 27 CL 41;CR;27;CL;41;3;si;no;no;2020;March;Fri;7.0;Moderado
Tarde;No;No;Material;Choque;CR 29 CL 41;CR;29;CL;41;1;no;no;no;2020;November;Thu;4.33;Bajo
Noche;No;No;Material;Choque;CL 41 CR 2S;CL;41;CR;2S;1;no;no;no;2018;May;Thu;4.67;Bajo
Tarde;No;No;Heridos;Atropello;CR 30 CL 41;CR;30;CL;41;1;si;no;no;2018;September;Thu;6.67;Moderado
Tarde;No;No;Heridos;Choque;CR 31 CL 41;CR;31;CL;41;1;si;no;no;2020;October;Fri;5.33;Bajo
Morning;No;No;Material;Choque;CL 41 CR 33;CL;41;CR;33;1;no;no;no;2018;December;Tue;4.0;Bajo
Tarde;No;No;Heridos;Choque;CR 33 CL 41;CR;33;CL;41;2;si;no;no;2022;February;Mon;6.33;Moderado
Morning;No;No;Heridos;Choque;CR 33 CL 41;CR;33;CL;41;2;si;no;no;2023;September;Wed;6.0;Bajo
Noche;No;No;Heridos;Choque;CR 33 CL 41;CR;33;CL;41;1;si;no;no;2024;June;Sat;5.67;Bajo
Morning;Si;No;Material;Choque;CR 34 CL 41;CR;34;CL;41;1;no;no;no;2018;March;Fri;7.0;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;1;no;no;no;2018;January;Sat;4.33;Bajo
Morning;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;7;no;no;no;2018;October;Fri;6.0;Bajo
Tarde;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;7;no;no;no;2019;January;Wed;6.33;Moderado
Morning;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;7;no;no;no;2019;February;Sat;6.0;Bajo
Morning;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;7;no;no;no;2019;June;Sat;6.0;Bajo
Morning;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;7;no;no;no;2019;June;Fri;6.0;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 38;CL;41;CR;38;2;no;no;no;2019;August;Fri;5.33;Bajo
Morning;No;No;Heridos;Choque;CL 41 CR 38;CL;41;CR;38;1;si;no;no;2020;April;Tue;5.0;Bajo
Tarde;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;7;no;no;no;2020;April;Tue;6.33;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;7;no;no;no;2020;October;Sat;6.33;Moderado
Tarde;No;No;Material;Choque;CR 38 CL 41;CR;38;CL;41;2;no;no;no;2021;October;Tue;5.33;Bajo
Morning;Si;No;Heridos;Choque;CR 38 CL 41;CR;38;CL;41;2;si;no;no;2021;December;Mon;9.0;Moderado
Noche;No;No;Heridos;Atropello;CL 41 CR 38;CL;41;CR;38;2;si;no;no;2022;October;Thu;8.0;Moderado
Tarde;No;No;Heridos;Choque;CR 3B CL 41;CR;3B;CL;41;1;si;no;no;2025;July;Wed;5.33;Bajo
Tarde;No;No;Heridos;Choque;CR 3C CL 41;CR;3C;CL;41;1;si;no;no;2024;September;Fri;5.33;Bajo
Noche;No;Si;Material;Choque;CR 4 CL 41;CR;4;CL;41;1;no;no;no;2021;March;Mon;7.67;Moderado
Morning;No;No;Material;Choque;CR 40 CL 41;CR;40;CL;41;2;no;no;no;2018;June;Sun;5.0;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 40;CL;41;CR;40;1;no;no;no;2020;December;Fri;4.33;Bajo
Morning;No;No;Material;Choque;CR 40 CL 41;CR;40;CL;41;2;no;no;no;2022;March;Sat;5.0;Bajo
Morning;Si;No;Heridos;Choque;CL 41 CR 40;CL;41;CR;40;1;si;no;no;2024;July;Tue;8.0;Moderado
Noche;No;No;Heridos;Choque;CL 41 CR 40 41;CL;41;CR;40;1;si;no;no;2022;September;Thu;5.67;Bajo
Tarde;No;No;Heridos;Choque;CR 41 CL 41;CR;41;CL;41;1;si;no;no;2021;December;Sat;5.33;Bajo
Tarde;No;No;Heridos;Atropello;CR 43 CL 41;CR;43;CL;41;2;si;no;no;2018;October;Fri;7.67;Moderado
Tarde;No;No;Material;Choque;CR 43 CL 41;CR;43;CL;41;2;no;no;no;2020;January;Mon;5.33;Bajo
Tarde;No;Si;Heridos;Atropello;CR 43 CL 41;CR;43;CL;41;2;si;no;no;2020;November;Wed;10.67;Alto
Morning;No;No;Heridos;Atropello;CL 41 CR 43;CL;41;CR;43;1;si;no;no;2022;May;Tue;6.33;Moderado
Morning;Si;No;Heridos;Choque;CR 43 CL 41;CR;43;CL;41;2;si;no;no;2023;July;Fri;9.0;Moderado
Morning;No;No;Material;Choque;CR 44 CL 41;CR;44;CL;41;3;no;no;no;2019;November;Wed;6.0;Bajo
Morning;No;No;Material;Choque;CR 44 CL 41;CR;44;CL;41;3;no;no;no;2019;December;Mon;6.0;Bajo
Morning;No;No;Material;Choque;CR 44 CL 41;CR;44;CL;41;3;no;no;no;2020;February;Wed;6.0;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 44;CL;41;CR;44;1;no;no;no;2022;February;Fri;4.33;Bajo
Tarde;No;No;Material;Choque;CL 41 CR 44;CL;41;CR;44;1;no;no;no;2022;February;Fri;4.33;Bajo
Morning;No;No;Heridos;Atropello;CR 44 CL 41 42;CR;44;CL;41;1;si;no;no;2024;August;Fri;6.33;Moderado
Tarde;No;No;Heridos;Choque;CR 45 CL 41;CR;45;CL;41;1;si;no;no;2019;December;Tue;5.33;Bajo
Morning;No;No;Heridos;Choque;CR 45 CL 41;CR;45;CL;41;1;si;no;no;2023;June;Wed;5.0;Bajo
Tarde;No;No;Material;Choque;CR 50 CL 41;CR;50;CL;41;3;no;no;no;2018;May;Thu;6.33;Moderado
Morning;Si;No;Material;Choque;CL 41 CR 50;CL;41;CR;50;1;no;no;no;2018;September;Sat;7.0;Moderado
Tarde;No;No;Material;Choque;CL 41 CR 50;CL;41;CR;50;1;no;no;no;2018;December;Tue;4.33;Bajo
Noche;No;No;Heridos;Atropello;CR 50 CL 41;CR;50;CL;41;3;si;no;no;2020;January;Wed;9.0;Moderado
Tarde;No;No;Material;Choque;CR 50 CL 41;CR;50;CL;41;3;no;no;no;2020;November;Thu;6.33;Moderado
Tarde;No;No;Heridos;Choque;CR 51 CL 41;CR;51;CL;41;1;si;no;no;2021;June;Tue;5.33;Bajo
Noche;No;No;Heridos;Choque;CR 51 CL 41;CR;51;CL;41;1;si;no;no;2024;February;Mon;5.67;Bajo
Morning;Si;No;Heridos;Choque;CR 68 CL 41;CR;68;CL;41;1;si;no;no;2019;June;Sat;8.0;Moderado
Tarde;No;Si;Material;Choque;CR 6B CL 41;CR;6B;CL;41;2;no;no;no;2019;July;Sat;8.33;Moderado
Tarde;No;No;Heridos;Choque;CR 6B CL 41;CR;6B;CL;41;1;si;no;no;2021;October;Sun;5.33;Bajo
Morning;Si;No;Heridos;Choque;CR 6B CL 41;CR;6B;CL;41;2;si;no;no;2022;January;Wed;9.0;Moderado
Noche;No;Si;Heridos;Choque;CR 6B CL 41;CR;6B;CL;41;1;si;no;no;2022;April;Wed;8.67;Moderado
Morning;Si;No;Heridos;Choque;CL 41 CR 6B;CL;41;CR;6B;1;si;no;no;2022;August;Mon;8.0;Moderado
Morning;No;No;Material;Choque;CR 7 CL 41;CR;7;CL;41;1;no;no;no;2019;February;Wed;4.0;Bajo
Morning;Si;No;Heridos;Choque;CL 41 CR 7C;CL;41;CR;7C;2;si;no;no;2018;July;Wed;9.0;Moderado
Tarde;No;Si;Heridos;Choque;CL 41 CR 7C;CL;41;CR;7C;2;si;no;no;2019;June;Thu;9.33;Moderado
Noche;No;No;Heridos;Choque;CL 41 CR 7C;CL;41;CR;7C;1;si;no;no;2025;March;Wed;5.67;Bajo
Noche;No;No;Material;Choque;CL 41 CR 7F;CL;41;CR;7F;1;no;no;no;2020;January;Wed;4.67;Bajo
Noche;No;No;Heridos;Choque;CR 7H CL 41;CR;7H;CL;41;1;si;no;no;2019;January;Mon;5.67;Bajo
Noche;No;Si;Heridos;Choque;CR 8 CL 41;CR;8;CL;41;4;si;no;no;2018;January;Mon;10.67;Alto
Tarde;No;No;Material;Choque;CR 8 CL 41;CR;8;CL;41;4;no;no;no;2018;February;Sun;6.33;Moderado
Morning;No;No;Heridos;Choque;CR 8 CL 41;CR;8;CL;41;6;si;no;no;2018;March;Sat;7.0;Moderado
Tarde;No;No;Heridos;Choque;CR 8 CL 41;CR;8;CL;41;4;si;no;no;2018;March;Fri;7.33;Moderado
Morning;Si;No;Material;Choque;CL 41 CR 8;CL;41;CR;8;1;no;no;no;2018;November;Thu;7.0;Moderado
Morning;No;No;Material;Choque;CR 8 CL 41;CR;8;CL;41;4;no;no;no;2020;October;Tue;6.0;Bajo
Morning;No;No;Heridos;Choque;CR 8 CL 41;CR;8;CL;41;6;si;no;no;2022;May;Sat;7.0;Moderado
Noche;No;No;Heridos;Atropello;CR 8 CL 41;CR;8;CL;41;6;si;no;no;2022;June;Mon;9.0;Moderado
Morning;Si;No;Heridos;Choque;CR 8 CL 41;CR;8;CL;41;6;si;no;no;2022;October;Sun;10.0;Moderado
Morning;No;No;Heridos;Choque;CR 8 CL 41;CR;8;CL;41;6;si;no;no;2022;November;Sat;7.0;Moderado
Morning;No;No;Heridos;Choque;CR 8 CL 41;CR;8;CL;41;1;si;no;no;2023;July;Wed;5.0;Bajo
Morning;No;No;Heridos;Choque;CR 8 CL 41;CR;8;CL;41;6;si;no;no;2023;September;Sun;7.0;Moderado
Noche;No;No;Heridos;Choque;CR 8A CL 41;CR;8A;CL;41;1;si;no;no;2019;September;Mon;5.67;Bajo
Noche;No;Si;Heridos;Choque;CL 41 CR 8B;CL;41;CR;8B;1;si;no;no;2023;May;Wed;8.67;Moderado
Tarde;No;No;Heridos;Choque;CR 8H CL 41;CR;8H;CL;41;1;si;no;no;2018;November;Sun;5.33;Bajo
Morning;No;No;Heridos;Choque;CL 41 CR 9B;CL;41;CR;9B;1;si;no;no;2024;July;Mon;5.0;Bajo
Morning;No;No;Material;Choque;CL 41 N�27 15;CL;41;;;1;no;no;no;2018;September;Mon;4.0;Bajo
Noche;No;Si;Material;Choque;CL 41B 8A 23 8A 31;CL;41B;;;1;no;no;no;2022;March;Tue;7.67;Moderado
Tarde;No;No;Material;Choque;CL 41B 1F 116;CL;41B;;;1;no;no;no;2019;June;Sat;4.33;Bajo
Tarde;No;No;Heridos;Atropello;CR 3A CL 41B;CR;3A;CL;41B;1;si;no;no;2018;May;Thu;6.67;Moderado
Noche;No;No;Heridos;Choque;CR 4 CL 41B;CR;4;CL;41B;1;si;no;no;2021;January;Fri;5.67;Bajo
Noche;No;Si;Heridos;Choque;CR 4 CL 41B;CR;4;CL;41B;1;si;no;no;2024;October;Sat;8.67;Moderado
Tarde;No;No;Heridos;Atropello;CR 8 CL 41B;CR;8;CL;41B;1;si;no;no;2019;June;Tue;6.67;Moderado
Tarde;No;No;Material;Choque;CR 8 CL 41B;CR;8;CL;41B;1;no;no;no;2021;December;Tue;4.33;Bajo
Noche;No;No;Heridos;Otro;CR 8B CL 41B;CR;8B;CL;41B;1;si;no;no;2018;October;Mon;5.67;Bajo
Noche;No;No;Heridos;Choque;CR 1 CL 41C;CR;1;CL;41C;1;si;no;no;2019;October;Thu;5.67;Bajo
Tarde;No;No;Heridos;Choque;CL 41C CR 1;CL;41C;CR;1;1;si;no;no;2022;May;Tue;5.33;Bajo
Morning;No;No;Heridos;Choque;CL 42 CR 7;CL;42;CR;7;1;si;no;no;2021;October;Thu;5.0;Bajo
Morning;No;No;Heridos;Choque;CL 42 22 121;CL;42;;;1;si;no;no;2023;March;Thu;5.0;Bajo
Noche;No;Si;Heridos;Atropello;CL 42 24 95;CL;42;;;1;si;no;no;2023;November;Mon;10.0;Moderado
Noche;No;Si;Heridos;Atropello;CL 42 33 40;CL;42;;;1;si;no;no;2021;October;Sun;10.0;Moderado
Noche;No;No;Material;Choque;CL 42 33 81;CL;42;;;1;no;no;no;2022;January;Mon;4.67;Bajo
Morning;Si;No;Heridos;Atropello;CL 42 35 30;CL;42;;;1;si;no;no;2023;March;Mon;9.33;Moderado
Tarde;No;No;Material;Choque;CL 42 45 71;CL;42;;;1;no;no;no;2022;July;Wed;4.33;Bajo
Tarde;No;No;Material;Choque;CL 42 46 43;CL;42;;;1;no;no;no;2018;June;Fri;4.33;Bajo
Morning;Si;No;Material;Choque;CL 42 36 128;CL;42;;;1;no;no;no;2020;November;Sat;7.0;Moderado
Morning;Si;No;Heridos;Atropello;CL 42 40 15;CL;42;;;1;si;no;no;2018;April;Mon;9.33;Moderado
Noche;No;Si;Heridos;Choque;CL 42 43 131;CL;42;;;1;si;no;no;2020;August;Tue;8.67;Moderado
Noche;No;No;Heridos;Atropello;CL 42 43 38;CL;42;;;1;si;no;no;2019;February;Mon;7.0;Moderado
